Word,Degree (norm),Degree (raw),Betweenness,Closeness
remain,0.012601,36,0.000109,0.428336
protect,0.015751,45,0.000137,0.441031
minimize,0.00665,19,0.000243,0.384522
downtime,0.0035,10,1.7e-05,0.375033
running,0.0056,16,5.9e-05,0.382105
key,0.044452,127,0.003516,0.469515
smart,0.00035,1,0.0,0.345968
base,0.015051,43,0.000574,0.4261
optimize,0.00035,1,0.0,0.359778
comprehensive,0.022751,65,0.000554,0.443221
advisory,0.0014,4,0.0,0.360823
responsive,0.00035,1,0.0,0.315935
investing,0.0056,16,3.9e-05,0.390354
specific,0.040252,115,0.002544,0.458882
reflects,0.00875,25,1.1e-05,0.413578
selling,0.018551,53,0.000563,0.432682
utilizing,0.0028,8,1.3e-05,0.36936
migration,0.00385,11,3.8e-05,0.379769
expertise,0.00385,11,2.9e-05,0.384574
methodology,0.0063,18,3.3e-05,0.397026
many,0.047602,136,0.003504,0.472075
influence,0.00665,19,0.000133,0.40861
type,0.019601,56,0.000677,0.439741
deployed,0.00455,13,3.9e-05,0.395159
throughout,0.0056,16,6.7e-05,0.393364
limited,0.039552,113,0.002735,0.464477
accounted,0.012951,37,0.000121,0.428593
revenue,0.176409,504,0.009802,0.532526
commercial,0.034652,99,0.000633,0.458146
sector,0.013651,39,9.6e-05,0.419592
regional,0.00525,15,4.3e-05,0.379718
national,0.0084,24,0.000115,0.4131
unique,0.010151,29,0.000118,0.398521
package,0.00245,7,5e-06,0.370078
financing,0.102205,292,0.004377,0.495319
vendor,0.029051,83,0.000474,0.453708
channel,0.057753,165,0.001295,0.4788
directly,0.021351,61,0.000302,0.439471
typically,0.037452,107,0.001422,0.4617
fewer,0.00035,1,0.0,0.359778
midmarket,0.0014,4,5e-06,0.363163
larger,0.00735,21,6.8e-05,0.395542
combination,0.013301,38,0.000112,0.420456
force,0.00035,1,0.0,0.359778
require,0.031502,90,0.002245,0.45263
less,0.050053,143,0.001488,0.466754
complexity,0.00735,21,9.6e-05,0.397855
small,0.0063,18,1.9e-05,0.398355
configure,0.0063,18,6e-05,0.403988
maintain,0.032902,94,0.000758,0.463047
utility,0.014351,41,0.001148,0.425909
consumer,0.00665,19,0.00011,0.393743
worldwide,0.0084,24,9.7e-05,0.393526
international,0.023451,67,0.001467,0.437989
cable,0.00315,9,7e-06,0.339715
medium,0.0028,8,1.2e-05,0.345299
broadcast,0.00245,7,9e-06,0.338107
content,0.0049,14,0.000119,0.389343
line,0.033952,97,0.003113,0.453204
telecommunication,0.00805,23,0.000393,0.412444
blur,0.00315,9,9e-06,0.377311
variety,0.027301,78,0.000945,0.456317
compared,0.030802,88,0.000825,0.460213
likely,0.029401,84,0.001129,0.447525
deployment,0.00525,15,1e-05,0.385508
whose,0.010151,29,0.000553,0.406055
addressed,0.0028,8,6e-06,0.354687
architectural,0.0028,8,3e-06,0.354951
approach,0.014351,41,0.000387,0.417324
federal,0.036402,104,0.002605,0.453997
local,0.012601,36,0.000255,0.415564
educational,0.0035,10,3e-05,0.377411
multi,0.010151,29,3.4e-05,0.411138
overview,0.00525,15,0.000274,0.370078
marketing,0.034652,99,0.00104,0.451557
consisted,0.00595,17,7.8e-05,0.38697
approximately,0.050053,143,0.001502,0.469438
manager,0.0063,18,7.1e-05,0.379718
representative,0.0063,18,0.000279,0.382566
personnel,0.026601,76,0.000559,0.451272
field,0.0063,18,0.000353,0.375822
country,0.054253,155,0.002087,0.476484
salesforce,0.00525,15,0.000321,0.391156
substantial,0.023101,66,0.000769,0.437787
sold,0.019951,57,0.00036,0.44144
remainder,0.0028,8,0.0,0.387495
integrator,0.0084,24,0.0,0.407328
resellers,0.00945,27,3e-06,0.412325
distributor,0.031152,89,0.000654,0.456682
installation,0.00735,21,2e-06,0.402735
professional,0.0028,8,0.0,0.372199
equipment,0.045152,129,0.001474,0.463498
hold,0.014701,42,0.000107,0.430336
inventory,0.084354,241,0.002971,0.493352
two,0.018901,54,0.002781,0.428721
tier,0.007,20,7e-06,0.403303
recognized,0.064053,183,0.003545,0.479121
given,0.024501,70,0.000501,0.443771
allow,0.023101,66,0.001333,0.444116
receive,0.024501,70,0.000537,0.448438
credit,0.107455,307,0.004802,0.500526
rebate,0.0056,16,8e-06,0.374394
participate,0.012251,35,0.000779,0.420828
cooperative,0.0063,18,8e-06,0.37821
program,0.054603,156,0.005301,0.474742
disruption,0.027651,79,0.001071,0.444946
distribution,0.020651,59,0.000413,0.44226
harm,0.049002,140,0.00184,0.473641
margin,0.060903,174,0.002128,0.477599
complex,0.028001,80,0.001343,0.450347
excess,0.040602,116,0.001011,0.456974
gross,0.086104,246,0.004029,0.489632
affected,0.035702,102,0.000967,0.4617
unfavorable,0.00805,23,3.6e-05,0.382668
economic,0.050053,143,0.002097,0.465613
uncertain,0.028351,81,0.001233,0.446406
geopolitical,0.010851,31,0.000227,0.405939
entrance,0.00455,13,3.7e-05,0.391853
developing,0.012601,36,0.000402,0.416048
expose,0.00735,21,1.4e-05,0.397413
additional,0.067203,192,0.003921,0.488877
competition,0.037452,107,0.00052,0.459472
nature,0.021001,60,0.000643,0.446825
political,0.019601,56,0.001025,0.436917
region,0.018201,52,0.000333,0.412563
exposed,0.012951,37,7.2e-05,0.425782
fluctuation,0.037802,108,0.001383,0.464025
currency,0.045502,130,0.000624,0.465082
rate,0.114806,328,0.004169,0.508001
negatively,0.018551,53,0.000205,0.444462
impact,0.094505,270,0.004996,0.500613
cash,0.115856,331,0.004579,0.503969
flow,0.068253,195,0.006317,0.485389
breach,0.015751,45,0.000661,0.434591
malware,0.00175,5,0.0,0.338027
disrupt,0.011901,34,0.000206,0.417568
damage,0.030452,87,0.00141,0.451129
reputation,0.013301,38,0.000229,0.429818
otherwise,0.034302,98,0.001791,0.457047
enabled,0.00665,19,1.8e-05,0.411434
claim,0.072454,207,0.004282,0.483009
liability,0.103255,295,0.004966,0.504147
among,0.041652,119,0.002935,0.47317
others,0.030802,88,0.001772,0.463347
complement,0.0028,8,4.8e-05,0.386499
consulting,0.0035,10,6e-05,0.382258
hour,0.0035,10,1.9e-05,0.364832
online,0.0035,10,1.7e-05,0.365252
assistance,0.0028,8,1e-06,0.349352
qualified,0.012601,36,0.000243,0.415987
upgrade,0.014351,41,0.000205,0.425212
obtaining,0.00525,15,0.000306,0.398466
particularly,0.029751,85,0.001487,0.460361
involved,0.018551,53,0.000582,0.429108
lease,0.080154,229,0.001326,0.491823
loan,0.030802,88,0.000595,0.447455
financed,0.00525,15,0.0,0.392823
contract,0.117956,337,0.005441,0.505664
alliance,0.032552,93,0.000464,0.451272
compete,0.038852,111,0.00115,0.456901
component,0.104305,298,0.007535,0.498778
follows,0.049702,142,0.002066,0.466069
summarized,0.039202,112,0.001482,0.463874
working,0.00875,25,4.4e-05,0.407386
community,0.0091,26,0.002849,0.414178
independent,0.028001,80,0.005654,0.455662
acquired,0.032202,92,0.000724,0.461849
merger,0.00735,21,0.000123,0.423385
inherently,0.007,20,0.00011,0.410194
risky,0.007,20,0.000118,0.410784
especially,0.035352,101,0.001303,0.45588
yet,0.014351,41,0.000345,0.424139
previous,0.00595,17,1.5e-05,0.382617
affect,0.052153,149,0.001253,0.476643
prior,0.054953,157,0.003483,0.481625
resulted,0.011201,32,1.8e-05,0.418731
introduction,0.017851,51,0.000466,0.438123
inability,0.014001,40,5.8e-05,0.427183
fully,0.010851,31,0.000499,0.391531
discussed,0.021351,61,0.001187,0.444738
privately,0.024501,70,0.000362,0.447665
complementary,0.0091,26,7.5e-05,0.415382
interest,0.111656,319,0.003899,0.502816
impairment,0.054253,155,0.001193,0.466069
earnings,0.047952,137,0.00134,0.456026
pursue,0.0028,8,1e-06,0.365439
produce,0.0098,28,0.000486,0.413279
advancement,0.0035,10,4e-06,0.372685
joint,0.015401,44,0.000294,0.421884
creation,0.0056,16,6.6e-05,0.382514
corporation,0.012251,35,0.000821,0.415927
microsoft,0.010851,31,0.00129,0.386708
ltd,0.0056,16,6.9e-05,0.372928
amazon,0.00315,9,0.000144,0.382463
web,0.00315,9,0.000171,0.385873
competitor,0.051103,146,0.00205,0.471141
successfully,0.018551,53,0.000493,0.433273
realize,0.00525,15,5e-06,0.367129
expected,0.051103,146,0.002819,0.470831
increased,0.064403,184,0.001455,0.479202
delay,0.028001,80,0.00095,0.438661
represent,0.026951,77,0.000543,0.438056
numerous,0.023801,68,0.000736,0.443358
niche,0.00315,9,0.0,0.373806
composition,0.00315,9,0.0,0.380933
activity,0.053203,152,0.003555,0.474427
newer,0.0035,10,0.0,0.385092
different,0.025901,74,0.000738,0.444323
particular,0.033602,96,0.002014,0.457559
experienced,0.031152,89,0.000791,0.448579
anticipate,0.019251,55,0.000925,0.437854
case,0.045502,130,0.003288,0.470365
relative,0.016451,47,0.002184,0.425149
arista,0.00245,7,0.0,0.365579
broadcom,0.00175,5,5.6e-05,0.365485
holding,0.014001,40,0.0038,0.423385
dell,0.00175,5,4e-05,0.354247
crowdstrike,0.00105,3,0.0,0.332403
dynatrace,0.00105,3,0.0,0.353021
fireeye,0.00035,1,0.0,0.329299
fortinet,0.00175,5,0.0,0.35094
hewlett,0.00245,7,3.4e-05,0.362196
packard,0.0028,8,3.5e-05,0.362425
huawei,0.0028,8,0.000352,0.362425
juniper,0.0007,2,0.0,0.344674
group,0.011551,33,0.000126,0.424833
relic,0.00175,5,0.0,0.346597
nokia,0.00245,7,0.000127,0.346681
palo,0.0021,6,5e-06,0.345132
alto,0.0021,6,5e-06,0.345132
ringcentral,0.0014,4,0.0,0.344757
ubiquiti,0.00035,1,0.0,0.329299
vmware,0.00035,1,0.0,0.329299
zoom,0.0014,4,0.0,0.336791
zscaler,0.0028,8,3.2e-05,0.35081
barrier,0.0035,10,0.0,0.377212
entry,0.0091,26,9.4e-05,0.409078
relatively,0.012951,37,0.000229,0.415503
venture,0.010151,29,3e-05,0.395104
create,0.016451,47,0.000319,0.423385
regularly,0.019251,55,0.00046,0.427951
formed,0.00315,9,0.0,0.37831
resource,0.056703,162,0.003343,0.474742
engineering,0.020301,58,0.000285,0.434657
face,0.018201,52,9.7e-05,0.433799
strong,0.020651,59,0.001516,0.444669
position,0.052853,151,0.00434,0.474585
sometimes,0.0035,10,0.0,0.38504
undergoing,0.0035,10,0.0,0.36307
fundamental,0.007,20,3.4e-05,0.391907
arising,0.022751,65,0.000162,0.432159
convergence,0.00595,17,1e-06,0.380781
previously,0.015751,45,0.000114,0.427247
segregated,0.0035,10,0.0,0.353896
scalable,0.0028,8,1e-06,0.350552
microprocessor,0.00245,7,1e-05,0.346261
asics,0.0021,6,2.9e-05,0.374296
circuit,0.00665,19,4.4e-05,0.397137
protocol,0.0035,10,2e-05,0.38313
spanning,0.00315,9,0.0,0.366329
potential,0.054603,156,0.002391,0.474664
announced,0.010851,31,4.6e-05,0.408727
entity,0.039902,114,0.001738,0.468591
long,0.065803,188,0.003772,0.484895
acquire,0.015051,43,0.000291,0.423322
thereby,0.00665,19,0.000116,0.406112
reducing,0.00315,9,0.0,0.375625
presently,0.00945,27,3.5e-05,0.419222
ability,0.075954,217,0.010395,0.491147
introduce,0.011551,33,0.000192,0.417996
reduce,0.035702,102,0.007505,0.460509
production,0.012601,36,0.000147,0.428721
conformance,0.0035,10,1e-06,0.383079
presence,0.0035,10,2e-06,0.378812
disruptive,0.0049,14,1.1e-05,0.389821
shift,0.00735,21,5.1e-05,0.38839
supply,0.069653,199,0.001393,0.480815
supplier,0.073154,209,0.002419,0.488042
transfer,0.033952,97,0.000392,0.45443
inherent,0.0063,18,0.0,0.397855
requires,0.013651,39,0.000132,0.409078
interoperability,0.0035,10,0.0,0.363579
must,0.018901,54,0.000502,0.423824
cooperate,0.00525,15,1.7e-05,0.379013
effectively,0.00875,25,3.3e-05,0.417812
complicated,0.0035,10,0.0,0.379063
material,0.070354,201,0.002347,0.485224
adverse,0.038852,111,0.000914,0.462522
accordingly,0.007,20,4.6e-05,0.394123
chance,0.0035,10,0.0,0.373464
research,0.030452,87,0.001848,0.443909
allocate,0.022751,65,0.000651,0.445432
budget,0.00315,9,2.2e-05,0.385768
expenditure,0.018201,52,0.000262,0.440284
applied,0.0035,10,1.4e-05,0.384522
generally,0.069303,198,0.004973,0.482928
focus,0.022401,64,0.000651,0.44185
expensed,0.011201,32,0.000186,0.404904
incurred,0.033952,97,0.001278,0.444393
depends,0.015401,44,0.000466,0.429689
timely,0.042002,120,0.002073,0.459694
achieve,0.026251,75,0.001086,0.448931
innovator,0.0035,10,7.5e-05,0.387811
university,0.0063,18,0.000202,0.387232
laboratory,0.00385,11,1.6e-05,0.385977
appropriate,0.031152,89,0.002764,0.45962
nonetheless,0.00665,19,0.000103,0.3988
acceptance,0.011201,32,0.000119,0.42477
manufacturing,0.055303,158,0.003441,0.469207
rely,0.016801,48,0.000407,0.433536
manufacturer,0.046552,133,0.001367,0.467288
printed,0.00315,9,2.4e-05,0.373659
board,0.030102,86,0.001042,0.447035
assembly,0.00455,13,4.4e-05,0.388338
test,0.016451,47,0.000293,0.43118
repair,0.0028,8,5e-06,0.374689
proprietary,0.026951,77,0.000903,0.443358
programmable,0.00595,17,0.000134,0.39358
memory,0.00525,15,0.000161,0.40149
chip,0.0035,10,2.9e-05,0.388021
process,0.059503,170,0.005878,0.482683
individual,0.021701,62,0.001769,0.446825
automated,0.0035,10,1e-05,0.378611
testing,0.022051,63,0.000809,0.430466
burn,0.00385,11,1.1e-05,0.359461
inspection,0.00665,19,4.2e-05,0.374051
statistical,0.0035,10,1.6e-05,0.355525
certified,0.0035,10,6.8e-05,0.38313
standardization,0.00315,9,6e-06,0.359824
flexibility,0.00875,25,0.000405,0.403189
capacity,0.033602,96,0.002593,0.451557
oversight,0.012951,37,0.001135,0.410076
intellectual,0.036052,103,0.001833,0.451842
entered,0.012251,35,0.000341,0.41102
renew,0.0084,24,6.9e-05,0.41824
needed,0.00525,15,0.00012,0.388549
commit,0.0063,18,3.7e-05,0.382719
quantity,0.010501,30,0.000163,0.404273
beyond,0.007,20,0.000161,0.383593
covered,0.00805,23,9.6e-05,0.399804
covering,0.00805,23,0.000104,0.385977
discrete,0.00385,11,2.5e-05,0.367413
patent,0.071754,205,0.006066,0.478399
licensing,0.0035,10,2.5e-05,0.358469
establish,0.012251,35,0.000247,0.414659
right,0.074904,214,0.004786,0.485637
copyright,0.012951,37,0.000557,0.417324
trademark,0.015051,43,0.000247,0.416533
trade,0.026251,75,0.001184,0.448438
secret,0.012601,36,0.00027,0.414659
law,0.044102,126,0.009723,0.465992
obtain,0.020301,58,0.000535,0.440895
selected,0.00875,25,0.000217,0.400477
foreign,0.072104,206,0.004614,0.480734
confidential,0.00735,21,0.000195,0.395214
nondisclosure,0.0035,10,4e-06,0.351761
confidentiality,0.0035,10,1.4e-05,0.357706
agreement,0.060203,172,0.003588,0.483336
obtained,0.016101,46,0.000779,0.4268
enforced,0.0035,10,1e-05,0.376963
infringing,0.0091,26,4.5e-05,0.40943
although,0.028701,82,0.001805,0.454285
afforded,0.0049,14,1e-05,0.370894
rapidly,0.016801,48,0.000331,0.440691
dependent,0.010501,30,0.000327,0.404102
innovative,0.007,20,0.000188,0.401377
skill,0.0042,12,3e-05,0.37602
rather,0.00665,19,0.000168,0.381595
licensed,0.0049,14,0.0,0.392445
necessary,0.018901,54,0.000391,0.428464
aspect,0.0098,28,0.000202,0.415685
practice,0.015051,43,0.001075,0.42885
commercially,0.00595,17,3e-06,0.390087
reasonable,0.029401,84,0.000384,0.444669
acceptable,0.00875,25,4.7e-05,0.408376
favorable,0.011551,33,3e-06,0.40861
engage,0.012251,35,0.000154,0.410606
litigation,0.042352,121,0.002104,0.461625
moreover,0.00525,15,2e-06,0.404732
inclusion,0.00735,21,0.000154,0.416169
nonexclusive,0.0035,10,0.0,0.357348
limit,0.028001,80,0.001363,0.448861
characterized,0.0098,28,8.9e-05,0.418608
frequent,0.0063,18,0.000158,0.403531
challenged,0.0042,12,1.7e-05,0.354115
invalidated,0.00455,13,1.6e-05,0.356101
circumvented,0.00455,13,2.2e-05,0.351717
assert,0.00665,19,5.7e-05,0.395487
relevant,0.017851,51,0.000333,0.439809
extent,0.044102,126,0.004275,0.470908
prove,0.00805,23,7e-05,0.390407
enforce,0.0049,14,1.6e-05,0.357125
found,0.015401,44,0.00141,0.424328
infringe,0.011901,34,0.000531,0.410725
environmental,0.007,20,0.001175,0.38185
sustainability,0.0091,26,9.5e-05,0.412682
top,0.00035,1,0.0,0.345968
strive,0.0014,4,1e-06,0.377461
chain,0.032552,93,0.001389,0.457413
decrease,0.036402,104,0.001733,0.460955
gas,0.0007,2,0.0,0.243232
greenhouse,0.0007,2,0.0,0.243232
emission,0.0021,6,0.007403,0.321336
ghg,0.00035,1,0.0,0.243211
